0.2	0.8192016799115753	0.035157477934081874	0.0133947843038249	5.85697056542522e-13
0.4	0.6700591581998112	0.04037720270257618	0.006461265723377117	5.832119663944274e-12
0.6	0.5486094301072745	0.044744637286273724	0.004519111093879731	3.973382311048965e-11
0.8	0.44847991482191873	0.04743285679431377	0.017900024427891247	2.000397426433994e-11
1.0	0.36793792923150426	0.04969601974017169	0.0011769163882293752	2.567800806985765e-13
1.2	0.3012968460283987	0.051056067539478514	0.0020102236843275597	1.6645980949815096e-11
1.4	0.2465364378036501	0.0520281889452349	0.0011633335540507635	1.5530082161477594e-11
1.6	0.2011466284010146	0.05203281569779816	0.014411858816100832	1.651809511877249e-11
1.8	0.16532559347878545	0.05258892888372513	0.0005078113923557993	3.0239849644052727e-12
2.0	0.13514653367839283	0.05316841864304761	0.0035500314479375954	2.3757688456362453e-11
2.2	0.11120036897789308	0.054210106964822875	0.007327242792879983	8.339512342788083e-14
2.4	0.09057527309556425	0.05564690503553877	0.0025640274828802054	5.192700514326349e-12
2.6	0.07386939146707472	0.057654716625828654	0.0070104714915560865	4.4933286667074135e-11
2.8	0.060888404942137826	0.058864794144461254	0.0013308857706626	8.660362184932849e-13
3.0	0.04972604854996775	0.06029989763469	0.001011938996414008	1.362149704358907e-12
3.2	0.04140087929967321	0.06235333786655928	0.010242840931369485	4.211184179011101e-12
3.4	0.033403458878819715	0.06368393812358224	0.00047404289657708236	6.569352514271362e-12
3.6	0.02834314840579711	0.06529358594057738	0.015612957135365377	6.349381625272243e-11
3.8	0.023311984052611603	0.06697280105910358	0.014053648370109254	2.5682141956630763e-12
4.0	0.018464300182983822	0.06800031899893974	0.0021861852479272722	1.1976647815571658e-10
4.2	0.014378364340961155	0.06840817563125942	0.009022495832128266	3.070114825935507e-12
4.4	0.012343970151587268	0.06845501443121156	0.0009733435756667929	1.472149901763742e-11
