# beta   ab   err_ab af err_af  var_an_bosoni  var_an_fermioni chin_bosoni  chin_fermioni 
0.2	0	0	0	0	0	0	0.00039214312163625805	243.24486405324586	0.00035342386866630063	inf	0.039395499772390596	0.0	1.640986436209583e-13	1.2734993693393262e-13
0.4	0	0	0	0	0	0	5.111604810272008e-05	inf	-5.500976350726665e-05	inf	0.0	0.0	4.671767685925798e-13	3.7241031687535913e-13
0.6	0	0	0	0	0	0	-2.5240475117593545e-05	20.290616419622246	9.629045480918919e-05	12961270145.792564	0.1517164345014988	3.146526845146122e-10	1.6838420215217788e-12	7.690247711553361e-12
0.8	0	0	0	0	0	0	6.0065328016944974e-06	inf	-6.260988656883761e-06	inf	0.0	0.0	6.057111597828828e-13	3.058882729636329e-13
1.0	0	0	0	0	0	0	1.8184103443048273e-06	1.9841059892417652	6.969907239252071e-06	7.905534757541797	0.9550952339408539	0.36619977158403016	2.2975227580307444e-13	1.423627243249484e-13
1.2	0	0	0	0	0	0	-1.6547306506587973e-06	1.045228116589212	3.5539876711534324e-06	2.6272275884268654	1.5599962665921683	1.0012633707432763	8.707774381651917e-13	1.5450529913477833e-14
1.4	0	0	0	0	0	0	8.911265448977293e-07	0.8467643548235999	1.1499422928995529e-05	10.704769384796148	1.7204368900697902	0.22950461954160703	4.0659401557525913e-13	1.0701966296507637e-12
1.6	0	0	0	0	0	0	5.764666878294022e-07	inf	6.480923029646568e-06	4.149304901288872	0.0	0.5634564491822182	3.7334167281366507e-13	3.225120212313961e-14
1.8	0	0	0	0	0	0	-2.7891016426599843e-07	0.08545952727527195	4.684409694057368e-06	5.009469318644717	14.67614562153799	0.44999008085145714	2.284893108805321e-13	9.942314360938964e-14
2.0	0	0	0	0	0	0	1.9261190031816255e-07	inf	7.82050137922076e-06	3.8824861199436893	0.0	0.565056635156149	1.650417930793879e-13	5.028840631512025e-14
2.2	0	0	0	0	0	0	-1.3331271152238455e-07	0.036138122515410945	9.174925471970003e-06	5.135293306117762	31.807695827893443	0.41856637438069305	1.9183145919668726e-13	8.111412823395147e-14
2.4	0	0	0	0	0	0	5.008071043421936e-07	inf	1.523575860159262e-05	5.350838888321256	0.0	0.3955173489822263	3.151470817714585e-12	1.665626509023174e-13
2.6	0	0	0	0	0	0	5.474877308175863e-07	inf	2.0786012340531568e-05	5.6223379713459005	0.0	0.37196381787442817	5.527288655368685e-12	2.7894951122930857e-13
2.8	0	0	0	0	0	0	-1.525776810770932e-07	0.15770597307099127	1.630445409750935e-05	4.6990401663109225	6.798542009921666	0.4409739335626315	1.2843234525428359e-12	2.6333449648566715e-13
3.0	0	0	0	0	0	0	3.238900515225846e-07	0.13488455738955857	3.40543250679923e-05	5.964341694689853	7.839038184787373	0.3449385650241247	4.805808787903707e-12	7.066548671242769e-13
3.2	0	0	0	0	0	0	-1.6125348575500788e-07	0.05622702954157585	2.3604284185053975e-05	4.4264644093025165	18.6000075611177	0.4621745980325613	1.221746278969238e-12	5.804364676295626e-13
3.4	0	0	0	0	0	0	2.8921666173076233e-08	inf	6.60265153167045e-05	7.165063337765479	0.0	0.28425282656645645	3.851146952629519e-14	1.7693841299753226e-12
3.6	0	0	0	0	0	0	-1.8235877163874648e-07	inf	8.107256412995992e-05	7.485524865580403	0.0	0.271123873331247	1.964850564792681e-12	2.5545461369174282e-12
3.8	0	0	0	0	0	0	1.3249798147541014e-07	inf	9.018953324683887e-05	7.1406740998429274	0.0	0.2834177643661562	1.0226884857299951e-12	3.4503133367765053e-12
4.0	0	0	0	0	0	0	-9.315423095638678e-08	0.036717540535462424	6.481092585270575e-05	5.476034809968686	27.76135299517686	0.36874559236981047	6.661810663736249e-13	3.0895076951630114e-12
4.2	0	0	0	0	0	0	-6.00618626483642e-08	0.017803733643997784	0.0001561738778640173	8.154850224746935	57.048357589926866	0.24715567715793388	4.879471300635381e-13	7.92167777064848e-12
4.4	0	0	0	0	0	0	-7.695990222877924e-08	inf	0.0020364721588953406	40.93044435315403	0.0	0.04912468012007699	9.67744034935191e-13	5.321350528798941e-11
